"","Occur_date","Occur_weekday","incident","cases","time","location","release","zip","lat","lon"
"188","2020-12-04","Friday","Weapons Violation","2020-444004","05:41","700 block N. Thompson Dr.","PIO Joel Despain",53704,43.1066116,-89.3007246
"189","2020-12-03","Thursday","Robbery","2020-442785","03:00","2601 Shopko Dr. (Mobil gas station)","PIO Joel Despain",53704,43.1111499,-89.3479643
"190","2020-12-03","Thursday","Weapons Violation","2020-443751","23:21","3400 block Marcy Rd","Sgt. Ryan Gibson",53704,43.1302198,-89.382086
"191","2020-12-02","Wednesday","Drug Investigation","2020-362495","08:00","6500 block of Normandy Ln","P.O. Tyler Grigg",53719,43.0575886,-89.4960699
"192","2020-12-02","Wednesday","Murder/Homicide","2020-441657","08:00","500 block Northport Drive","PIO Joel Despain",53704,43.1406073,-89.3899165
"193","2020-12-02","Wednesday","Traffic Incident","2020-441335","01:30","1000 block of Williamson St","Lt. Kipp Hartman",53703,43.080772,-89.3678943
"194","2020-12-02","Wednesday","Weapons Violation","2020-441322","01:20","1700 block Tennyson Ln","Lt. Kipp Hartman",53704,43.1348913,-89.3633389
"195","2020-12-01","Tuesday","Weapons Violation","2020-440673","14:08","Westbound Hwy 12 (Beltline Hwy) (Westbound Beltline Highway)","Lt. Shannon Blackamore",53713,43.0434073,-89.3666211
"196","2020-12-01","Tuesday","Residential Burglary","2020-441106","20:15","Denton Place","PIO Joel Despain",53711,43.0307757,-89.4711121
"197","2020-11-30","Monday","Domestic/Family Trouble","2020-439509","14:36","Holborn Circle","PIO Joel Despain",53718,43.1347601,-89.2871831
"198","2020-11-30","Monday","Domestic/Family Trouble","2020-439509","14:36","Holborn Circle","PIO Joel Despain",53718,43.1347601,-89.2871831
"199","2020-11-29","Sunday","Weapons Violation","2020-438270","12:08","800 block Troy Drive","PIO Joel Despain",53704,43.1338027,-89.3841293
"200","2020-11-29","Sunday","Weapons Violation","2020-438529","17:07","Danbury Street (at Lumley Road)","PIO Joel Despain",53711,43.0333456,-89.4467259
"201","2020-11-29","Sunday","Weapons Violation","2020-438419","14:41","2900 block Hoard St.","PIO Joel Despain",53704,43.1051603,-89.3425427
"202","2020-11-28","Saturday","Non-Residential Burglary","2020-437824","22:34","Williamson St.","PIO Joel Despain",53703,43.0813438,-89.3671071
"203","2020-11-28","Saturday","Non-Residential Burglary","2020-436862","00:13","1717 Fish Hatchery Rd (Wright Middle School)","Lt. Kipp Hartman",53713,43.0486204,-89.4002669
"204","2020-11-26","Thursday","Theft","2020-435299","07:30","5100 block Brandenburg Way (Also Unity Way and Star Spangled Trail)","PIO Joel Despain",53718,43.0275589,-89.2939265
"205","2020-11-25","Wednesday","Theft","2020-434269","10:25","1400 block Prairie Rd.","PIO Joel Despain",53711,43.0379092,-89.488949
"206","2020-11-25","Wednesday","Weapons Violation","2020-435055","22:41","50 block of Northridge Ter","Sgt. Joseph Engler",53704,43.1377672,-89.387614
"207","2020-11-24","Tuesday","Weapons Violation","2020-433582","16:12","1700 block Northport Dr.","PIO Joel Despain",53704,43.1308231,-89.3631841
"208","2020-11-23","Monday","Intoxicated/Impaired Driver","2020-432246","13:18","Highway 30 (near N. Thompson Dr.)","PIO Joel Despain",NA,43.1073144,-89.3386091
"209","2020-11-22","Sunday","Non-Residential Burglary","2020-431484","19:30","1300 block Fish Hatchery Rd.","PIO Joel Despain",53715,43.0530174,-89.3993774
"210","2020-11-21","Saturday","Theft","2020-429720","07:00","6900 block Chester Dr.","PIO Joel Despain",53719,43.0170441,-89.5014852
"211","2020-11-21","Saturday","Intoxicated/Impaired Driver","2020-429517","00:39","E. Johnson St. (at N. Blount St.)","PIO Joel Despain",NA,43.0908039,-89.3671599
"212","2020-11-21","Saturday","Intoxicated/Impaired Driver","2020-429517","00:39","E. Johnson St. (at N. Blount St.)","PIO Joel Despain",NA,43.0908039,-89.3671599
"213","2020-11-21","Saturday","Traffic Incident","2020-430187","15:56","S. Park St. (at West Washington Ave.)","PIO Joel Despain",NA,43.0507929,-89.3944559
"214","2020-11-20","Friday","Robbery","2020-429394","21:45","4300 block Britta Dr.","PIO Joel Despain",53711,43.0348447,-89.4518661
"215","2020-11-19","Thursday","Theft","2020-427320","09:56","Lyons Circle","PIO Joel Despain",53704,43.1400783,-89.3135226
"216","2020-11-17","Tuesday","Theft","2020-424854","09:16","400 block of North Star Dr","P.O. Tyler Grigg",53718,43.0942029,-89.2758911
"217","2020-11-17","Tuesday","Theft","2020-906154","17:55","430 Commerce Dr. (Menards)","PIO Joel Despain",53719,43.0584225,-89.5254332
"218","2020-11-17","Tuesday","Drug Investigation","2020-337520","09:02","2400 block Allied Dr.","PIO Joel Despain",53711,43.0268059,-89.4597417
"219","2020-11-17","Tuesday","Theft","2020-425588","20:18","2425 East Springs Dr. (Home Depot)","PIO Joel Despain",53704,43.1324302,-89.2955562
"220","2020-11-17","Tuesday","Weapons Violation","2020-425120","13:27","200 block Cottage Grove Rd.","PIO Joel Despain",53716,43.0843169,-89.3236037
"221","2020-11-16","Monday","Non-Residential Burglary","2020-423355","02:31","318 S. Park St. (BP gas station)","PIO Joel Despain",53715,43.0633783,-89.4011177
"222","2020-11-15","Sunday","Non-Residential Burglary","2020-422746","13:10","1210 Williamson St. (Buraka)","PIO Joel Despain",53703,43.083644,-89.3642676
"223","2020-11-14","Saturday","Weapons Violation","2020-422287","23:05","N Sherman Ave / Windom Way","Sgt. Nicholas Eull",53704,43.1266242,-89.3635641
"224","2020-11-14","Saturday","Traffic Incident","2020-421413","03:58","2900 block of E Washington Ave","Lt. Kipp Hartman",53704,43.1031698,-89.3446241
"225","2020-11-13","Friday","Non-Residential Burglary","2020-420130","01:00","2402 W. Broadway (Kwik Trip)","PIO Joel Despain",53713,43.0475979,-89.3517051
"226","2020-11-12","Thursday","Drug Investigation","2020-419979","20:45","2700 block E. Johnson St.","PIO Joel Despain",53704,43.1032558,-89.3476226
"227","2020-11-12","Thursday","Intoxicated/Impaired Driver","2020-419562","15:08","Packers Ave. (at Commercial Ave.)","PIO Joel Despain",53704,43.1239596,-89.3552121
"228","2020-11-12","Thursday","Arrested Person","2020-417704","23:30","First Street / East Washington Avenue","Lt. Kipp Hartman",53704,43.0905035,-89.3612989
"229","2020-11-12","Thursday","Arrested Person","2020-417704","23:30","First Street / East Washington Avenue","Lt. Kipp Hartman",53704,43.0905035,-89.3612989
"230","2020-11-12","Thursday","Traffic Incident","2020-420040","22:15","N Park Street / W Johnson Street","Lt. Kipp Hartman",53715,43.0720927,-89.4008312
"231","2020-11-12","Thursday","Weapons Violation","2020-420014","22:06","4801 Annamark Drive (Best Western East Towne)","Lt. Kipp Hartman",53704,43.1321894,-89.2995244
"232","2020-11-12","Thursday","Injured Person","2020-419172","09:40","Lake Point Dr. (at Waunona Wood Court)","PIO Joel Despain",53713,43.0481108,-89.3452568
"233","2020-11-11","Wednesday","Intoxicated/Impaired Driver","2020-418500","17:22","W. Beltline Highway (near Fish Hatchery Rd.)","PIO Joel Despain",NA,43.0428229,-89.4657145
"234","2020-11-11","Wednesday","Robbery","2020-418713","21:08","15 E. Main St. (Walgreens)","PIO Joel Despain",53703,43.0742605,-89.3820254
"235","2020-11-11","Wednesday","Disturbance","2020-418411","16:10","600 block Mayfair Ave.","PIO Joel Despain",53714,43.1068997,-89.3256919
"236","2020-11-11","Wednesday","Robbery","2020-418093","11:11","4602 East Towne Blvd. (ATM outside of U.S. Bank)","PIO Joel Despain",53704,43.1290453,-89.3056058
"237","2020-11-11","Wednesday","Robbery","2020-417704","00:37","3710 E. Washington Ave. (Walgreens)","PIO Joel Despain",53704,43.1181315,-89.3239695
"238","2020-11-10","Tuesday","Robbery","2020-417260","16:24","3800 block East Washington Ave.","PIO Joel Despain",53704,43.1189483,-89.3215373
"239","2020-11-10","Tuesday","Robbery","2020-417085","14:12","Russett Rd.","PIO Joel Despain",53711,43.0330263,-89.4763375
"240","2020-11-10","Tuesday","Non-Residential Burglary","2020-416512","01:44","2801 Atwood Ave. (BP gas station)","PIO Joel Despain",53704,43.0937274,-89.3431663
"241","2020-11-10","Tuesday","Non-Residential Burglary","2020-416512","01:44","2801 Atwood Ave. (BP gas station)","PIO Joel Despain",53704,43.0937274,-89.3431663
"242","2020-11-09","Monday","Robbery","2020-416043","16:45","4821 Annamark Dr. (Shell gas station)","PIO Joel Despain",53704,43.1331149,-89.2997303
"243","2020-11-09","Monday","Disturbance","2020-416413","23:22","7600 block Farmington Way","PIO Joel Despain",53717,43.0719608,-89.5148026
"244","2020-11-09","Monday","Theft","2020-415249","02:28","2800 block Independence Lane","PIO Joel Despain",53704,43.1339628,-89.3083037
"245","2020-11-08","Sunday","Theft","2020-414279","05:53","3710 E. Washington Ave. (Walgreens)","PIO Joel Despain",53704,43.1181315,-89.3239695
"246","2020-11-08","Sunday","Non-Residential Burglary","2020-414224","02:58","4902 Verona Rd. (Speedway gas station)","PIO Joel Despain",53711,43.0311327,-89.4619575
"247","2020-11-08","Sunday","Weapons Violation","2020-414605","13:30","1300 block Packers Ave.","PIO Joel Despain",53704,43.114169,-89.3552994
"248","2020-11-07","Saturday","Attempted Homicide","2020-413983","22:35","444 Grand Canyon Dr. (Schwoegler's Park Towne lanes)","Sgt. Kurt Wege",53719,43.0576964,-89.4973983
"249","2020-11-07","Saturday","Battery","2020-413416","15:07","Wisconsin Ave. (at E. Mifflin St.)","PIO Joel Despain",53703,43.0771897,-89.3874155
"250","2020-11-06","Friday","Fraud","2020-411516","05:39","West Lawn Ave.","PIO Joel Despain",53711,43.0629347,-89.4218767
"251","2020-11-06","Friday","Traffic Incident","2020-412645","22:57","Northport Dr. (at Dryden Dr.)","PIO Joel Despain",53704,43.1367001,-89.3785882
"252","2020-11-06","Friday","Weapons Violation","2020-412533","21:07","2400 block of Monterey Dr.","Sgt. Kurt Wege",53704,43.1245979,-89.3686454
"253","2020-11-06","Friday","Non-Residential Burglary","2020-411438","02:53","7717 Mineral Point Rd. (Kwik Trip)","PIO Joel Despain",53717,43.060206,-89.5171004
"254","2020-11-05","Thursday","Weapons Violation","2020-411084","18:57","2900 block of Coho St","Sgt. Nicholas Eull",53713,43.0287636,-89.415075
"255","2020-11-05","Thursday","Residential Burglary","2020-410233","06:13","Woods End","PIO Joel Despain",53711,43.0599256,-89.4517206
"256","2020-11-04","Wednesday","Theft","2020-409631","16:00","240 East Towne Mall (Buffalo Wild Wings)","PIO Joel Despain",53704,43.1259415,-89.3059024
"257","2020-11-03","Tuesday","Special Event","2020-408434","16:31","5701 Raymond Rd. (Good Shepherd Lutheran Church)","PIO Joel Despain",53711,43.0314159,-89.4781128
"258","2020-11-02","Monday","Weapons Violation","2020-407316","19:28","4300 block Lumley Rd.","PIO Joel Despain",53711,43.0336308,-89.4467441
"259","2020-11-01","Sunday","Arrested Person","2020-405523","10:23","N. Carroll St. (Capitol Square)","PIO Joel Despain",53703,43.0760415,-89.388166
"260","2020-11-01","Sunday","Arrested Person","2020-405523","10:23","N. Carroll St. (Capitol Square)","PIO Joel Despain",53703,43.0760415,-89.388166
"261","2020-11-01","Sunday","Robbery","2020-405545","10:47","1300 block MacArthur Rd.","PIO Joel Despain",53714,43.1138133,-89.3193757
"262","2020-11-01","Sunday","Battery","2020-405037","00:02","800 block E. Gorham St.","PIO Joel Despain",53703,43.0838691,-89.3788321
"263","2020-11-01","Sunday","Weapons Violation","2020-405516","10:15","4600 block of Hayes Rd","Sgt. Jason Sweeney",53704,43.142684,-89.305537
"264","2020-10-31","Saturday","Murder/Homicide","2020-404251","13:38","Flower Ln","PIO Julie Laundrie",53717,43.067306,-89.5032211
"265","2020-10-31","Saturday","Information","2020-404692","19:27","400 block W. Gilman St.","PIO Joel Despain",53703,43.0746101,-89.3938659
"266","2020-10-31","Saturday","Robbery","2020-404800","21:00","1810 Roth St (Locker Room Sports Bar)","Lt. Kipp Hartman",53704,43.1114024,-89.3597785
"267","2020-10-31","Saturday","Weapons Violation","2020-403809","02:32","2000 Block of S Stoughton Rd","Lt. Kipp Hartman",53716,43.0694932,-89.3098407
"268","2020-10-29","Thursday","Drug Investigation","2020-390700","08:11","1400 block Whispering Pines Way","PIO Joel Despain",53713,43.0231535,-89.4275698
"269","2020-10-29","Thursday","Weapons Violation","2020-402359","22:27","4300 Block of Kennedy Rd","Sgt. Ryan Gibson",53704,43.1416219,-89.3882605
"270","2020-10-27","Tuesday","Information","2020-395500","19:37","4200 Milwaukee St","Sgt. Jennifer Kane",53714,43.0985281,-89.3131744
"271","2020-10-25","Sunday","Residential Burglary","2020-396433","06:00","Montclair Lane","PIO Joel Despain",53711,43.0416728,-89.4955419
"272","2020-10-25","Sunday","Non-Residential Burglary","2020-397744","14:20","4822 E. Washington Ave. (Comfort Inn & Suites)","PIO Joel Despain",53704,43.1346216,-89.3009336
"273","2020-10-25","Sunday","Non-Residential Burglary","2020-396244","00:32","41 S. Bassett St. (Bassett Food Mart)","PIO Joel Despain",53703,43.0695362,-89.3895662
"274","2020-10-25","Sunday","Non-Residential Burglary","2020-396244","00:32","41 S. Bassett St. (Bassett Food Mart)","PIO Joel Despain",53703,43.0695362,-89.3895662
"275","2020-10-25","Sunday","Weapons Violation","2020-396485","08:43","1100 block Morraine View Dr.","PIO Joel Despain",53719,43.0425463,-89.5062897
"276","2020-10-25","Sunday","Weapons Violation","2020-396212","00:05","600 block N Frances St","Lt. Kipp Hartman",53703,43.0764187,-89.3958345
"277","2020-10-24","Saturday","Theft","2020-395748","17:12","3153 Maple Grove Rd. (Kwik Trip)","PIO Joel Despain",53719,43.0160779,-89.4980994
"278","2020-10-24","Saturday","Theft","2020-395912","19:47","West Towne Mall (U.S. Cellular)","PIO Joel Despain",53719,43.0573878,-89.5059068
"279","2020-10-24","Saturday","Weapons Violation","2020-396151","23:08","1000 block of E Mifflin St","Lt. Kipp Hartman",53703,43.0844342,-89.3726816
"280","2020-10-24","Saturday","Intoxicated/Impaired Driver","2020-395980","20:45","S Park St / Emerald St","Lt. Kipp Hartman",53715,43.0609784,-89.4006602
"281","2020-10-24","Saturday","Weapons Violation","2020-395052","01:52","S Stoughton Rd / Cottage Grove Rd","Lt. Kipp Hartman",53714,43.083965,-89.325019
"282","2020-10-23","Friday","Traffic Incident","2020-394030","09:30","Beltline Highway (near S. Stoughton Rd.)","PIO Joel Despain",NA,43.0428229,-89.4657145
"283","2020-10-23","Friday","Non-Residential Burglary","2020-393303","05:29","950 S. Park St. (Shell gas station)","PIO Joel Despain",53715,43.0572834,-89.3995456
"284","2020-10-23","Friday","Theft","2020-394305","13:49","3801 E. Washington Ave. (Hy-Vee parking lot)","PIO Joel Despain",53714,43.1177159,-89.3183571
"285","2020-10-22","Thursday","Robbery","2020-393297","15:53","6202 Schroeder Rd (BP Amoco Gas Station)","Lt. Shannon Blackamore",53711,43.0467269,-89.4870647
"286","2020-10-21","Wednesday","Weapons Violation","2020-392300","17:30","4222 E. Washington Ave. (BP gas station)","PIO Joel Despain",53704,43.1267508,-89.3113711
"287","2020-10-20","Tuesday","Non-Residential Burglary","2020-390071","02:20","4741 Lien Rd. (Kwik Trip)","PIO Joel Despain",53704,43.1205253,-89.2996727
"288","2020-10-19","Monday","Weapons Violation","2020-389755","19:31","USH 12 WB/ Stoughton Rd (Westbound Hwy 12)","Lt. Shannon Blackamore",NA,43.0732379,-89.3105106
"289","2020-10-19","Monday","Robbery","2020-389735","18:57","1010 N. Sherman Ave (BP Amoco)","Lt. Shannon Blackamore",53704,43.1108243,-89.3642213
"290","2020-10-19","Monday","Robbery","2020-389735","18:57","1010 N. Sherman Ave (BP Amoco)","Lt. Shannon Blackamore",53704,43.1108243,-89.3642213
"291","2020-10-19","Monday","Weapons Violation","2020-388758","00:42","Russett Rd / Cameron Dr","Sgt. Nicholas Eull",53711,43.0328022,-89.483101
"292","2020-10-18","Sunday","Intoxicated/Impaired Driver","2020-388510","19:46","1300 block of S Park St","Sgt. Nicholas Eull",53715,43.0525819,-89.3962632
"293","2020-10-18","Sunday","Weapons Violation","2020-387864","02:00","2900 block Cimarron Trail","Lt. David Jugovich",53719,43.0211442,-89.5097205
"294","2020-10-17","Saturday","Neighbor Trouble","2020-386675","09:59","1200 block E. Mifflin St.","PIO Joel Despain",53703,43.0869261,-89.3690942
"295","2020-10-17","Saturday","Weapons Violation","2020-387353","20:31","1625 Northport Dr (Warner Park Community Recreation Center)","Lt. Kipp Hartman",53704,43.1316389,-89.3696923
"296","2020-10-17","Saturday","Weapons Violation","2020-387901","16:23","600 block of State St","Lt. Kipp Hartman",53703,43.0749014,-89.3953941
"297","2020-10-17","Saturday","Weapons Violation","2020-387418","21:43","Taft St / Buick St","Lt. Kipp Hartman",53713,43.0417255,-89.3931276
"298","2020-10-16","Friday","Weapons Violation","2020-385916","16:20","Nelson Rd. (near American Parkway)","PIO Joel Despain",NA,43.143226,-89.264513
"299","2020-10-15","Thursday","Robbery","2020-384914","19:25","Darbo Drive (near N. Marquette St.)","PIO Joel Despain",NA,43.1035144,-89.3399177
"300","2020-10-15","Thursday","Drug Investigation","2020-187233","13:00","Warwick Way","PIO Joel Despain",53711,43.0352728,-89.446722
"301","2020-10-15","Thursday","Weapons Violation","2020-384935","19:45","Merry St / Ramsey Ct","Lt. Kipp Hartman",53704,43.0896463,-89.3585421
"302","2020-10-15","Thursday","Weapons Violation","2020-384826","17:58","Trailsway / Brentwood","Sgt. Angela Straka",53704,43.1261471,-89.3671811
"303","2020-10-15","Thursday","Non-Residential Burglary","2020-384057","03:53","4102 Commercial Ave. (BP gas station)","PIO Joel Despain",53714,43.1080937,-89.3143368
"304","2020-10-14","Wednesday","Drug Investigation","2020-345509","11:00","5000 block Milwaukee St.","PIO Joel Despain",53714,43.0989128,-89.2971057
"305","2020-10-14","Wednesday","Intoxicated/Impaired Driver","2020-382980","09:44","John Nolen Dr. (at S. Broom St.)","PIO Joel Despain",NA,43.0573668,-89.3830971
"306","2020-10-14","Wednesday","Intoxicated/Impaired Driver","2020-382980","09:44","John Nolen Dr. (at S. Broom St.)","PIO Joel Despain",NA,43.0573668,-89.3830971
"307","2020-10-14","Wednesday","Theft","2020-382910","08:38","261 Junction Rd. (Pick 'n Save)","PIO Joel Despain",53717,43.0647959,-89.524868
"308","2020-10-13","Tuesday","Non-Residential Burglary","2020-382687","20:00","640 W. Washington Ave. (Porter Coffee)","PIO Joel Despain",53703,43.0680755,-89.394501
